company_name,industry,sub_industry,company_stage,company_size,role_title,role_description,required_skills,nice_to_have_skills,location,salary_min,salary_max,visa_sponsorship,min_experience_years
Silver Lake Partners,Banking and Finance,Private Equity,Established,Medium (50-199),Technology Analyst,Supports the investment team by providing insights and analyses on technology markets and companies.,"Technical Analysis, Data Analysis, Programming","Machine Learning, Big Data Analytics","Menlo Park, CA",100000,150000,True,2
Apollo Global Management,Banking and Finance,Private Equity,Established,Large (200-999),Credit Analyst,Analyzes credit data and financial statements of companies to determine the degree of risk involved in extending credit or lending money.,"Credit Risk Analysis, Financial Forecasting, Excel","Financial Software, Analytical Thinking","New York, NY",80000,120000,True,3
Sequoia Capital,Banking and Finance,Venture Capital,Established,Large (200-999),Investment Analyst,Responsible for analyzing and assessing potential investment opportunities in the tech sector.,"Financial modeling, Data analysis, Market research","Programming (Python/R), Startup experience","Menlo Park, CA",100000,140000,True,2
Andreessen Horowitz,Banking and Finance,Venture Capital,Established,Large (200-999),Venture Partner,Engages with portfolio companies to provide strategic guidance and support.,"Leadership, Strategic planning, Networking","Industry expertise in biotech, Public speaking","Silicon Valley, CA",150000,250000,True,5
Benchmark Capital,Banking and Finance,Venture Capital,Established,Medium (50-199),Senior Associate,Oversees due diligence processes and assists in the management of investment portfolios.,"Investment analysis, Portfolio management, Due diligence","MBA, Financial certification (CFA)","San Francisco, CA",130000,180000,True,3
Kleiner Perkins,Banking and Finance,Venture Capital,Established,Large (200-999),Business Development Manager,Focuses on building strategic relationships and partnerships for the firm and its portfolio companies.,"Business development, Strategic partnerships, Negotiation","Tech industry knowledge, CRM software","Palo Alto, CA",120000,170000,True,4
Accel,Banking and Finance,Venture Capital,Established,Large (200-999),Data Scientist,Analyzes complex data sets to identify investment opportunities and trends.,"Data mining, Machine learning, Statistical analysis","Big data platforms, AI knowledge","London, UK",90000,130000,True,3
Allstate Corporation,Banking and Finance,Insurance,Established,Large (200-999),Data Analyst,Analyze insurance data to help shape Allstate’s insurance policies and pricing.,"SQL, Python, Data Analysis","Machine Learning, Tableau","Northbrook, IL",60000,90000,True,2
AXA,Banking and Finance,Insurance,Established,Large (200-999),Insurance Sales Agent,"Responsible for selling AXA's insurance products to customers, addressing their concerns, and managing client relationships.","Salesforce, Communication, Customer Service","CRM software, Negotiation","Paris, France",40000,70000,True,1
State Farm,Banking and Finance,Insurance,Established,Large (200-999),Claims Adjuster,Investigates insurance claims to determine the extent of insuring a company's liability.,"Problem Solving, Attention to Detail, Communication","Insurance Claims, Customer Service","Bloomington, IL",45000,65000,True,3
Berkshire Hathaway,Banking and Finance,Insurance,Established,Large (200-999),Risk Manager,"Identifies and analyzes the areas of potential risk threatening the assets, earning capacity, or success of the organization in the insurance sector.","Risk Management, Analytical Skills, Regulatory Knowledge","Financial Modeling, Data Science","Omaha, NE",70000,100000,True,5
Prudential Financial,Banking and Finance,Insurance,Established,Large (200-999),Financial Advisor,Provides financial advice to clients using Prudential's insurance products and investment services to help them plan their financial futures.,"Financial Planning, Client Management, Regulatory Compliance","CFP, Investment Strategies","Newark, NJ",55000,85000,True,3
Genus PLC,Agriculture,Animal Husbandry,Public,"Enterprise (5,000+)",Software Engineer,Develop and maintain scalable farm management software solutions.,"Java, SQL, Git","AWS, Microservices",Remote,70000,100000,True,2
Genus PLC,Agriculture,Animal Husbandry,Public,"Enterprise (5,000+)",Senior Frontend Developer,Lead the development of intuitive front-end user interfaces for our genetic analytics platforms.,"JavaScript, React, CSS","TypeScript, GraphQL",Remote,80000,120000,True,5
Genus PLC,Agriculture,Animal Husbandry,Public,"Enterprise (5,000+)",Product Manager,"Oversee the roadmap for our genetic evaluation products, ensuring they meet market needs and are delivered on time.","Product management, Agile methodologies","Background in genetics, UX design",Remote,90000,130000,True,4
Genus PLC,Agriculture,Animal Husbandry,Public,"Enterprise (5,000+)",VP of Sales,Drive global sales strategies and lead the sales team in achieving revenue targets.,"Sales management, Strategic planning","CRM software, Negotiation","London, UK",150000,200000,True,10
Genus PLC,Agriculture,Animal Husbandry,Public,"Enterprise (5,000+)",Marketing Director,"Lead the marketing department, strategizing and implementing effective branding and marketing campaigns.","Digital marketing, Leadership","SEO/SEM, Content creation",Remote,100000,140000,True,8
Genus PLC,Agriculture,Animal Husbandry,Public,"Enterprise (5,000+)",Operations Manager,"Oversee daily operations, ensuring efficient processes and high standards of animal care and welfare.","Operations management, Process optimization","Lean Six Sigma, Project management",Remote,75000,110000,True,5
Genus PLC,Agriculture,Animal Husbandry,Public,"Enterprise (5,000+)",Financial Analyst,"Analyze financial data, prepare reports, and support decision-making by forecasting future revenues and expenditures.","Financial analysis, Excel","SAP, Financial modeling",Remote,60000,90000,True,3
Genus PLC,Agriculture,Animal Husbandry,Public,"Enterprise (5,000+)",HR Business Partner,Serve as a consultant to management on human resource-related issues and act as an employee champion and change agent.,"HR policies, Employee relations","Talent management, Organizational design",Remote,70000,100000,True,5
Genus PLC,Agriculture,Animal Husbandry,Public,"Enterprise (5,000+)",Legal Counsel,"Provide legal advice and support on issues including corporate law, intellectual property, and compliance matters.","Corporate law, Compliance","Intellectual property, International law",Remote,110000,150000,True,7
Genus PLC,Agriculture,Animal Husbandry,Public,"Enterprise (5,000+)",Data Scientist,"Apply data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products.","Machine learning, Python, R","Big data platforms, Data visualization tools",Remote,90000,130000,True,5
Genus PLC,Agriculture,Animal Husbandry,Public,"Enterprise (5,000+)",DevOps Engineer,Work closely with developers to ensure high performance of infrastructure and deploy applications and services.,"Kubernetes, AWS, CI/CD pipelines","Ansible, Docker",Remote,85000,120000,True,4
Genus PLC,Agriculture,Animal Husbandry,Public,"Enterprise (5,000+)",UX Designer,Design user-centric products for the agricultural sector focusing on usability and aesthetics.,"Sketch, Prototyping, User Research","Adobe Creative Suite, Interaction design",Remote,70000,100000,True,3
Genus PLC,Agriculture,Animal Husbandry,Public,"Enterprise (5,000+)",Customer Success Manager,"Ensure customers are satisfied with our products and services, managing relationships and gathering feedback.","Customer relationship management, Problem solving","Salesforce, Communication skills",Remote,65000,90000,True,3
AquaBounty Technologies,Agriculture,Aquaculture,Growth,Large (200-999),Software Engineer,Develop and maintain software solutions to improve farm operations.,"Python, JavaScript, SQL","Docker, AWS",Remote,70000,90000,True,2
AquaBounty Technologies,Agriculture,Aquaculture,Growth,Large (200-999),Biotechnologist,Research and develop new methods to enhance fish growth rates and sustainability.,"Biotechnology, Genetic Engineering",Project Management,"Maynard, MA",80000,100000,True,3
AquaBounty Technologies,Agriculture,Aquaculture,Growth,Large (200-999),Sales Manager,Lead sales team and strategize market entry for new regions.,"Sales Strategy, Negotiation, CRM Software",Biotech Knowledge,Remote,90000,110000,True,5
AquaBounty Technologies,Agriculture,Aquaculture,Growth,Large (200-999),Marketing Director,Oversee marketing strategies and campaigns for product launches and brand positioning.,"Digital Marketing, Strategic Planning, Leadership","SEO/SEM, Content Creation","Maynard, MA",120000,150000,True,7
AquaBounty Technologies,Agriculture,Aquaculture,Growth,Large (200-999),Operations Manager,Manage day-to-day operations in fish cultivation and processing facilities.,"Operations Management, Process Improvement",Lean Manufacturing,Remote,80000,100000,True,5
AquaBounty Technologies,Agriculture,Aquaculture,Growth,Large (200-999),Financial Analyst,Analyze financial data and support budgeting and financial forecasting.,"Financial Analysis, Excel","SAP, Financial Modeling",Remote,70000,85000,False,2
AquaBounty Technologies,Agriculture,Aquaculture,Growth,Large (200-999),HR Business Partner,Work closely with management and employees to improve work relationships and build morale.,"Employee Relations, HR Management",Organizational Development,"Maynard, MA",70000,90000,False,3
AquaBounty Technologies,Agriculture,Aquaculture,Growth,Large (200-999),Legal Counsel,Advise on legal matters related to biotechnology and compliance with environmental laws.,"Corporate Law, Compliance",Environmental Law,"Maynard, MA",110000,140000,True,5
AquaBounty Technologies,Agriculture,Aquaculture,Growth,Large (200-999),Data Scientist,Analyze complex data sets to improve fish growth and operational efficiency.,"Data Analysis, Machine Learning, Python",Big Data Technologies,Remote,90000,110000,True,4
AquaBounty Technologies,Agriculture,Aquaculture,Growth,Large (200-999),DevOps Engineer,Maintain and improve infrastructure for software deployment and data handling.,"CI/CD, Kubernetes, AWS",Monitoring Tools,Remote,95000,115000,True,3
AquaBounty Technologies,Agriculture,Aquaculture,Growth,Large (200-999),UX Designer,Design user interfaces for internal systems and customer-facing applications.,"User Experience Design, Prototyping",Graphic Design,Remote,75000,90000,False,2
AquaBounty Technologies,Agriculture,Aquaculture,Growth,Large (200-999),Customer Success Manager,Ensure customer satisfaction and manage relationships post-sale for retention and upsell.,"Customer Relationship Management, Problem Solving",Salesforce,Remote,65000,80000,True,2
Weyerhaeuser,Agriculture,Forestry,Established,Large (200-999),Software Engineer,Develop and maintain software applications for managing forestry operations.,"Java, Python, SQL","AWS, Docker","Seattle, WA",90000,120000,True,2
Weyerhaeuser,Agriculture,Forestry,Established,Large (200-999),Senior Frontend Developer,Lead the development of front-end applications to enhance user digital interaction with forestry data.,"JavaScript, React, CSS","UX/UI design, Angular",Remote,110000,140000,True,5
Weyerhaeuser,Agriculture,Forestry,Established,Large (200-999),Product Manager,Oversee the development and lifecycle of products designed for forest management and conservation.,"Product management, Agile methodologies","Forestry knowledge, Technical background","Seattle, WA",100000,130000,True,3
